VS,Sion,1994,Aproz (Nendaz)
VS,Nendaz,1994,Aproz (Nendaz)
TI,Blenio,6719,Aquila
VD,Bourg-en-Lavaux,1091,Aran
TI,Aranno,6994,Aranno
GE,Plan-les-Ouates,1212,Grand-Lancy
GR,Chur,7062,Passugg-Araschgen
ZG,Baar,6340,Baar
VS,Arbaz,1974,Arbaz
TI,Arbedo-Castione,6517,Arbedo
BL,Arboldswil,4424,Arboldswil
TG,Arbon,9320,Arbon
TI,Losone,6618,Arcegno
BE,Arch,3296,Arch
FR,Arconciel,1732,Arconciel
GR,Ardez,7546,Ardez
VS,Ardon,1957,Ardon
TG,Salenstein,8268,Mannenbach-Salenst
NE,Boudry,2015,Areuse
GR,Safiental,7104,Arezen
VS,Ayent,1966,Argnou (Ayent)
BL,Arisdorf,4422,Arisdorf
BL,Arlesheim,4144,Arlesheim
ZH,Horgen,8810,Horgen
SG,Gossau (SG),9212,Arnegg
VD,Arnex-sur-Nyon,1277,Arnex-sur-Nyon
VD,Arnex-sur-Orbe,1321,Arnex-sur-Orbe
AG,Arni (AG),8905,Arni AG
BE,Arni (BE),3508,Arni BE
TI,Arogno,6822,Arogno
VS,Evolène,1986,Arolla
GR,Arosa,7050,Arosa
TI,Alto Malcantone,6939,Arosio
VD,Rovray,1463,Rovray
FR,Romont (FR),1680,Romont FR
SZ,Arth,6415,Arth
TI,Bellinzona,6500,Bellinzona
VD,Ollon,1884,Arveyes
GR,Arvigo,6543,Arvigo
VS,Sion,1991,Arvillard (Salins)
VD,Arzier,1273,Arzier
TI,Mendrisio,6864,Arzo
GR,St. Antönien,7245,Ascharina
TI,Ascona,6612,Ascona
AG,Densbüren,5025,Asp
VD,Assens,1042,Assens
TG,Berg (TG),8572,Berg TG
TI,Astano,6999,Astano
JU,La Baroche,2954,Asuel
GE,Avusy,1285,Athenaz (Avusy)
FR,Attalens,1616,Attalens
AG,Attelwil,5056,Attelwil
ZH,Wiesendangen,8544,Attikon
UR,Attinghausen,6468,Attinghausen
SO,Riedholz,4533,Riedholz
BE,Attiswil,4536,Attiswil
AG,Veltheim (AG),5105,Auenstein
ZH,Wädenswil,8804,Au ZH
SG,Au (SG),9434,Au SG
AG,Auenstein,5105,Auenstein
TG,Fischingen,8376,Au TG
VD,Aubonne,1170,Aubonne
FR,Auboranges,1673,Auboranges
VS,Riddes,1914,Auddes-sur-Riddes
GR,Rossa,6547,Augio
BL,Augst,4302,Augst BL
ZH,Lufingen,8426,Lufingen
FR,Les Montets,1484,Aumont
TI,Isorno,6661,Auressio
TI,Maggia,6677,Aurigeno
ZH,Pfäffikon,8331,Auslikon
VS,Vérossaz,1891,Vérossaz
VS,Ausserberg,3938,Ausserberg
VS,Ernen,3995,Ausserbinn
ZH,Dinhard,8474,Dinhard
BE,Eriz,3619,Eriz
GR,Ferrera,7444,Ausserferrera
BE,Auswil,4944,Auswil
FR,Autafond,1782,Autafond
FR,Vernay,1475,Autavaux
FR,Autigny,1742,Autigny
NE,Milvignes,2012,Auvernier
AG,Auw,5644,Auw
TI,Avegno Gordevio,6670,Avegno
VS,Conthey,1976,Aven
VD,Avenches,1580,Avenches
VD,Signy-Avenex,1274,Signy
GR,Avers,7447,Cresta (Avers)
FR,Pont-en-Ogoz,1644,Avry-devant-Pont
FR,Avry,1754,Avry-sur-Matran
GE,Avully,1237,Avully
BE,Brienz (BE),3855,Axalp
VS,Anniviers,3961,Ayer
SG,Wartau,9478,Azmoos
VS,Nendaz,1996,Baar (Nendaz)
SZ,Freienbach,8806,Bäch SZ
ZH,Bachenbülach,8184,Bachenbülach
SG,Altstätten,9452,Hinterforst
BS,Basel,4000,Basel
SG,Hemberg,9633,Bächli (Hemberg)
ZH,Hinwil,8342,Wernetshausen
LU,Triengen,6213,Knutwil
LU,Knutwil,6213,Knutwil
SG,Bad Ragaz,7310,Bad Ragaz
AG,Bad Zurzach,5330,Bad Zurzach
AG,Baden,5400,Baden
BE,Seedorf (BE),3267,Seedorf BE
VS,Bagnes,1934,Le Châble VS
LU,Hochdorf,6283,Baldegg
AG,Baldingen,5333,Baldingen
SG,Pfäfers,7317,Valens
TI,Balerna,6828,Balerna
SG,Balgach,9436,Balgach
VD,Ballaigues,1338,Ballaigues
VD,Ballens,1144,Ballens
BE,Jegenstorf,3303,Ballmoos
LU,Ballwil,6275,Ballwil
SO,Balm bei Günsberg,4525,Balm b. Günsberg
BE,Meiringen,3860,Meiringen
SO,Messen,3254,Balm b. Messen
SO,Balm bei Günsberg,4524,Balmberg
SO,Balsthal,4710,Balsthal
AG,Bergdietikon,8962,Bergdietikon
ZH,Bassersdorf,8303,Bassersdorf
TG,Bichelsee-Balterswil,8362,Balterswil
VS,Baltschieder,3937,Baltschieder
AG,Murgenthal,4856,Glashütten
TI,Bedigliora,6981,Banco
BE,Bangerten,3256,Bangerten
BE,Worb,3076,Worb
BE,Vechigen,3076,Worb
ZH,Kloten,8426,Lufingen
ZH,Dägerlen,8471,Bänk (Dägerlen)
BE,Bannwil,4913,Bannwil
BE,Bolligen,3065,Bolligen
BE,Langnau im Emmental,3552,Bärau
TI,Lugano,6917,Barbengo
FR,Barberêche,1783,Barberêche
GE,Bardonnex,1257,La Croix-de-Rozon
ZH,Bäretswil,8344,Bäretswil
BE,Mühleberg,3204,Rosshäusern
BE,Neuenegg,3204,Rosshäusern
SH,Bargen (SH),8233,Bargen SH
BE,Bargen (BE),3282,Bargen BE
BE,Bäriswil,3323,Bäriswil BE
AG,Erlinsbach (AG),5017,Barmelweid
SO,Bärschwil,4252,Bärschwil
SH,Thayngen,8241,Barzheim
TG,Basadingen-Schlattingen,8254,Basadingen
JU,Haute-Sorne,2854,Bassecourt
VS,Nendaz,1996,Basse-Nendaz
VD,Bassins,1269,Bassins
FR,Bas-Vully,1786,Sugiez
TG,Kemmental,8573,Siegershausen
BE,Bätterkinden,3315,Bätterkinden
SO,Bättwil,4112,Bättwil
UR,Bauen,6466,Bauen
VD,Montreux,1815,Clarens
VD,Baulmes,1446,Baulmes
ZH,Bauma,8494,Bauma
VD,Bavois,1372,Bavois
SG,Kirchberg (SG),9602,Bazenheid
BE,Beatenberg,3803,Beatenberg
BE,Sigriswil,3658,Merligen
ZH,Buch am Irchel,8414,Buch am Irchel
NW,Beckenried,6375,Beckenried
TI,Bedano,6930,Bedano
TI,Bedigliora,6981,Bedigliora
SH,Beggingen,8228,Beggingen
VD,Begnins,1268,Begnins
SO,Beinwil (SO),4229,Beinwil SO
AG,Beinwil (Freiamt),5637,Beinwil (Freiamt)
AG,Beinwil am See,5712,Beinwil am See
BE,Rubigen,3113,Rubigen
VS,Naters,3914,Belalp
FR,Belfaux,1782,Belfaux
JU,Saignelégier,2354,Goumois
SO,Bellach,4512,Bellach
BE,Saicourt,2713,Bellelay
VD,Vully-les-Lacs,1585,Bellerive VD
JU,Courroux,2805,Soyhières
GE,Collonge-Bellerive,1222,Vésenaz
JU,Delémont,2805,Soyhières
GE,Bellevue,1293,Bellevue
AG,Bellikon,5454,Bellikon
BE,Bellmund,2564,Bellmund
VS,Bellwald,3997,Bellwald
VD,Belmont-sur-Lausanne,1092,Belmont-Lausanne
VD,Belmont-sur-Yverdon,1432,Belmont-Yverdon
BE,Belp,3123,Belp
BE,Belp,3124,Belpberg
BE,Belprahon,2744,Belprahon
NE,La Brévine,2406,Le Brouillet
AR,Speicher,9042,Speicher
ZH,Kilchberg (ZH),8802,Kilchberg ZH
VD,Prangins,1197,Prangins
ZH,Fällanden,8121,Benglen
BL,Biel-Benken,4105,Biel-Benken BL
ZH,Benken (ZH),8463,Benken ZH
SG,Benken (SG),8717,Benken SG
SZ,Einsiedeln,8836,Bennau
BL,Bennwil,4431,Bennwil
AG,Merenschwand,5636,Benzenschwil
VD,Bercher,1038,Bercher
ZH,Dägerlen,8471,Berg (Dägerlen)
ZH,Gossau (ZH),8625,Gossau ZH
SG,Berg (SG),9305,Berg SG
ZH,Berg am Irchel,8415,Berg am Irchel
GR,Bergün/Bravuogn,7482,Bergün/Bravuogn
TI,Croglio,6981,Biogno-Beride
AG,Berikon,8965,Berikon
SH,Beringen,8222,Beringen
VS,Ried-Brig,3900,Brig
BE,Berken,3376,Berken
FR,Mézières (FR),1680,Berlens
TG,Berlingen,8267,Berlingen
BE,Bern,3000,Bern
AG,Leibstadt,5325,Leibstadt
SG,Berneck,9442,Berneck
AI,Oberegg,9442,Berneck
GE,Bernex,1233,Bernex
SG,Waldkirch,9304,Bernhardzell
GR,Pontresina,7504,Pontresina
TG,Kreuzlingen,8280,Kreuzlingen
VD,Berolle,1149,Berolle
LU,Beromünster,6215,Beromünster
SG,Walenstadt,8892,Berschis
ZH,Gossau (ZH),8614,Bertschikon Gossau
ZH,Bertschikon,8543,Bertschikon
TI,Isorno,6661,Berzona
TI,Besazio,6863,Besazio
AG,Besenbüren,5627,Besenbüren
FR,Saint-Martin (FR),1609,Besencens
TG,Gachnang,8546,Islikon
SG,Amden,8872,Weesen
GL,Glarus Süd,8777,Betschwanden
VS,Betten,3991,Betten
BE,Bettenhausen,3366,Bettenhausen
VD,Bettens,1042,Bettens
BS,Bettingen,4126,Bettingen
SO,Bettlach,2544,Bettlach
VS,Betten,3992,Bettmeralp
TG,Bettwiesen,9553,Bettwiesen
AG,Bettwil,5618,Bettwil
JU,Beurnevésin,2935,Beurnevésin
VS,Nendaz,1996,Beuson (Nendaz)
NE,Bevaix,2022,Bevaix
GR,Bever,7502,Bever
BE,Bévilard,2735,Bévilard
VD,Bex,1880,Bex
SG,Eschenbach (SG),8735,St. Gallenkappel
AG,Döttingen,5312,Döttingen
TI,Biasca,6710,Biasca
JU,Les Bois,2336,Les Bois
SZ,Feusisberg,8836,Bennau
BE,Ferenbalm,3206,Biberen
SO,Biberist,4562,Biberist
SH,Ramsen,8262,Ramsen
SH,Thayngen,8242,Bibern SH
SO,Bibern (SO),4578,Bibern SO
AG,Biberstein,5023,Biberstein
TG,Bichelsee-Balterswil,8363,Bichelsee
SG,Oberuzwil,9248,Bichwil
BE,Wynigen,3472,Wynigen
ZH,Obfelden,8912,Obfelden
TI,Capriasca,6958,Bidogno
VS,Grafschaft,3989,Biel VS
BE,Biel/Bienne,2500,Biel/Bienne
BE,Hasle bei Burgdorf,3419,Biembach
BL,Liestal,4410,Liestal
VD,Bière,1145,Bière
ZH,Illnau-Effretikon,8307,Effretikon
VS,Nendaz,1996,Bieudron (Nendaz)
SO,Biezwil,4585,Biezwil
BE,Walkringen,3513,Bigenthal
BE,Biglen,3507,Biglen
TI,Cevio,6676,Bignasco
TI,Capriasca,6954,Bigorio
FR,Billens-Hennens,1681,Billens
ZH,Kyburg,8314,Kyburg
GL,Glarus Nord,8865,Bilten
VS,Binn,3996,Binn
BL,Binningen,4102,Binningen
ZH,Maur,8122,Binz
ZH,Grüningen,8627,Grüningen
TI,Bioggio,6934,Bioggio
TI,Lugano,6932,Breganzona
VD,Bioley-Magnoux,1407,Bioley-Magnoux
VD,Bioley-Orjulaz,1042,Bioley-Orjulaz
FR,Ursy,1670,Bionnens
ZH,Nürensdorf,8309,Nürensdorf
VS,Naters,3903,Birgisch
ZH,Birmensdorf (ZH),8903,Birmensdorf ZH
AG,Birmenstorf (AG),5413,Birmenstorf AG
TI,Monteceneri,6804,Bironico
AG,Birr,5242,Birr
AG,Birrhard,5244,Birrhard
AG,Birrwil,5708,Birrwil
BL,Birsfelden,4127,Birsfelden
TG,Birwinken,8585,Birwinken
TG,Bischofszell,9220,Bischofszell
SZ,Muotathal,6436,Bisisthal
TI,Bissone,6816,Bissone
VS,Bister,3983,Bister
VS,Bitsch,3982,Bitsch
BE,Rapperswil (BE),3255,Rapperswil BE
GR,Bivio,7457,Bivio
BE,Zweisimmen,3771,Blankenburg
BE,Trubschachen,3537,Eggiwil
VS,Blatten,3919,Blatten(Lötschen)
LU,Malters,6102,Malters
VS,Naters,3914,Blatten b. Naters
BL,Blauen,4223,Blauen
BE,Kandergrund,3717,Blausee-Mitholz
BE,Bleienbach,3368,Bleienbach
TG,Sulgen,8583,Sulgen
BE,Bleiken b. Oberdiessbach,3674,Bleiken
FR,Rue,1675,Blessens
TG,Zihlschlacht-Sitterdorf,9220,Bischofszell
VS,Ayent,1966,Blignou (Ayent)
ZH,Bauma,8493,Saland
VS,Blitzingen,3989,Blitzingen
VD,Blonay,1807,Blonay
VS,Randogne,3975,Randogne
BE,Blumenstein,3638,Blumenstein
AG,Böbikon,5334,Böbikon
BL,Böckten,4461,Böckten
TI,Bodio,6743,Bodio TI
JU,Boécourt,2856,Boécourt
VD,Bofflens,1353,Bofflens
VD,Bogis-Bossey,1279,Bogis-Bossey
LU,Mauensee,6216,Mauensee
TI,Bogno,6951,Bogno
AG,Gontenschwil,6221,Rickenbach LU
LU,Rickenbach (LU),6221,Rickenbach LU
VD,Nyon,1260,Nyon
NE,Milvignes,2014,Bôle
SO,Bolken,4556,Bolken
BE,Vechigen,3067,Boll
AG,Wohlen (AG),5610,Wohlen AG
SG,Rapperswil-Jona,8715,Bollingen
FR,Lully (FR),1470,Bollion
BE,Bettenhausen,3366,Bollodingen
BE,Boltigen,3766,Boltigen
TG,Märstetten,8561,Ottoberg
TI,Curio,6981,Bombinasco
GR,Bonaduz,7402,Bonaduz
TG,Wigoltingen,8554,Bonau
JU,Boncourt,2926,Boncourt
GR,Bregaglia,7606,Promontogno
JU,Bonfol,2944,Bonfol
BE,Bönigen,3806,Bönigen
SO,Boningen,4618,Boningen
FR,Le Mouret,1724,Bonnefontaine
ZH,Bonstetten,8906,Bonstetten
VD,Bonvillars,1427,Bonvillars
ZH,Boppelsen,8113,Boppelsen
VD,Borex,1277,Borex
TI,Centovalli,6658,Borgnone
GR,Bregaglia,7604,Borgonovo
TG,Eschenz,8264,Eschenz
GR,Ardez,7545,Guarda
TI,Novazzano,6852,Genestrerio
TI,Bioggio,6935,Bosco Luganese
TI,Bosco/Gurin,6685,Bosco/Gurin
FR,Bösingen,3178,Bösingen
FR,Bossonnens,1615,Bossonnens
GE,Collex-Bossy,1239,Collex
AG,Boswil,5623,Boswil
VD,Bottens,1041,Bottens
AG,Bottenwil,4814,Bottenwil
FR,Botterens,1652,Botterens
TG,Bottighofen,8598,Bottighofen
BL,Bottmingen,4103,Bottmingen
AG,Böttstein,5315,Böttstein
VS,Ayent,1966,Botyre (Ayent)
NE,Val-de-Ruz,2043,Boudevilliers
NE,Boudry,2017,Boudry
VD,Bougy-Villars,1172,Bougy-Villars
VD,Boulens,1063,Boulens
FR,Le Flon,1699,Bouloz
GE,Satigny,1242,Satigny
VS,Bourg-Saint-Pierre,1946,Bourg-St-Pierre
FR,Fribourg,1722,Bourguillon
VD,Bournens,1035,Bournens
JU,Bourrignon,2803,Bourrignon
VD,Boussens,1034,Boussens
VS,Port-Valais,1897,Bouveret
NE,Val-de-Travers,2113,Boveresse
VS,Bovernier,1932,Bovernier
BE,Bowil,3533,Bowil
AG,Bözen,5076,Bözen
GR,Braggio,6544,Braggio
GR,Zernez,7527,Brail
BE,Neuenegg,3176,Neuenegg
LU,Romoos,6167,Bramboden
VS,Sion,1967,Bramois
VS,Orsières,1944,La Fouly VS
VS,Fully,1926,Fully
VS,Gampel-Bratsch,3957,Bratsch
TG,Braunau,9502,Braunau
GL,Glarus Süd,8784,Braunwald
TI,Lugano,6979,Brè sopra Lugano
GR,Breil/Brigels,7165,Breil/Brigels
FR,Barberêche,1783,Pensier
LU,Willisau,6130,Willisau
VS,Mörel-Filet,3983,Mörel
SO,Breitenbach,4226,Breitenbach
BE,Wynigen,3474,Rüedisbach
TG,Sulgen,9214,Kradolf
ZH,Bauma,8492,Wila
VD,Bremblens,1121,Bremblens
AG,Bremgarten (AG),5620,Bremgarten AG
BE,Bremgarten bei Bern,3047,Bremgarten b. Bern
AR,Lutzenberg,9426,Lutzenberg
VD,Brenles,1683,Brenles
TI,Alto Malcantone,6937,Breno
VD,Montreux,1817,Brent
BE,Brenzikofen,3671,Brenzikofen
JU,Fontenais,2904,Bressaucourt
VD,Moudon,1510,Moudon
VD,Syens,1510,Moudon
VD,Vulliens,1510,Moudon
VD,Ollon,1884,Villars-sur-Ollon
VD,Bretigny-sur-Morrens,1053,Bretigny-Morrens
VD,Bretonnières,1329,Bretonnières
BL,Bretzwil,4207,Bretzwil
VS,Leuk,3951,Agarn
VS,Chalais,3966,Chalais
TI,Avegno Gordevio,6672,Gordevio
BE,Brienz (BE),3855,Brienz BE
GR,Brienz/Brinzauls,7084,Brienz/Brinzauls
BE,Brienzwiler,3856,Brienzwiler
VS,Brig-Glis,3900,Brig
VS,Brig-Glis,3900,Brigerbad
VS,Nendaz,1996,Brignon (Nendaz)
TI,Brione (Verzasca),6634,Brione (Verzasca)
TI,Brione sopra Minusio,6645,Brione s. Minusio
LU,Zell (LU),6144,Zell LU
BL,Brislach,4225,Brislach
TI,Brissago,6614,Brissago
UR,Silenen,6475,Bristen
SO,Aetingen,4588,Brittern
AG,Brittnau,4805,Brittnau
FR,Broc,1636,Broc
BE,Wimmis,3752,Wimmis
TI,Lavizzara,6693,Broglio
SG,Wil (SG),9552,Bronschhofen
TI,Lavizzara,6692,Brontallo
NE,Brot-Dessous,2149,Brot-Dessous
NE,Brot-Plamboz,2318,Brot-Plamboz
AG,Brugg,5200,Brugg AG
BE,Brügg,2555,Brügg BE
SG,St. Gallen,9000,St. Gallen
SO,Brügglen,4582,Brügglen
AI,Schwende,9058,Brülisau
AI,Rüte,9058,Brülisau
GR,Safiental,7122,Valendas
AG,Brunegg,5505,Brunegg
ZH,Kyburg,8483,Kollbrunn
BE,Meiringen,3860,Brünig
FR,Brünisried,1719,Brünisried
SG,Neckertal,9125,Brunnadern
SZ,Ingenbohl,6440,Brunnen
SO,Messen,3307,Brunnenthal
SO,Laupersdorf,4717,Mümliswil
SO,Matzendorf,4717,Mümliswil
TI,Novazzano,6883,Novazzano
TG,Hefenhofen,8580,Amriswil
TI,Brusino Arsizio,6827,Brusino Arsizio
GR,Brusio,7743,Brusio
VS,Bagnes,1934,Bruson
BE,Brüttelen,3237,Brüttelen
ZH,Brütten,8311,Brütten
ZH,Wangen-Brüttisellen,8306,Brüttisellen
TI,Breggia,6837,Bruzella
BL,Bubendorf,4416,Bubendorf
ZH,Bubikon,8608,Bubikon
AG,Wohlenschwil,5512,Wohlenschwil
SH,Buch (SH),8263,Buch SH
TG,Uesslingen-Buch,8524,Buch b. Frauenfeld
TG,Birwinken,8586,Buch b. Kümmertshs
TG,Affeltrangen,9562,Buch b. Märwil
TG,Erlen,8586,Buchackern
SH,Buchberg,8454,Buchberg
SO,Kyburg-Buchegg,4586,Kyburg-Buchegg
SG,Rüthi (SG),9464,Rüthi (Rheintal)
BE,Horrenbach-Buchen,3623,Buchen BE
GR,Luzein,7223,Buchen
ZH,Stallikon,8143,Stallikon
BE,Buchholterberg,3615,Heimenschwand
VD,Buchillon,1164,Buchillon
LU,Buchrain,6033,Buchrain
ZH,Buchs (ZH),8107,Buchs ZH
AG,Buchs (AG),5033,Buchs AG
LU,Dagmersellen,6211,Buchs LU
FR,Murten,3215,Büchslen
SH,Schaffhausen,8203,Schaffhausen
BL,Buckten,4446,Buckten
SG,Thal,9422,Staad SG
AG,Waltenschwil,5622,Waltenschwil
BE,Büetigen,3263,Büetigen
VD,Essertines-sur-Rolle,1180,Rolle
TG,Frauenfeld,8500,Frauenfeld
BE,Bühl,3274,Bühl BE
AR,Bühler,9055,Bühler
TG,Kradolf-Schönenberg,9215,Buhwil
JU,Basse-Allaine,2925,Buix
ZH,Bülach,8180,Bülach
FR,Bulle,1630,Bulle
VD,Bullet,1453,Bullet
BE,Schangnau,6197,Schangnau
FR,Düdingen,3186,Düdingen
SG,Wattwil,9630,Wattwil
AG,Bünzen,5624,Bünzen
NW,Buochs,6374,Buochs
ZG,Risch,6343,Buonas
VS,Bürchen,3935,Bürchen
JU,Bure,2915,Bure
TG,Raperswilen,8558,Raperswilen
AG,Gansingen,5272,Gansingen
SO,Büren (SO),4413,Büren SO
BE,Büren an der Aare,3294,Büren an der Aare
NW,Oberdorf (NW),6382,Büren NW
BE,Büren zum Hof,3313,Büren zum Hof
BE,Romont (BE),2603,Péry
AG,Burg (AG),5736,Burg AG
TG,Weinfelden,8570,Weinfelden
SG,Eschenbach (SG),8732,Neuhaus SG
BL,Burg im Leimental,4117,Burg im Leimental
SO,Aeschi (SO),4556,Burgäschi
BE,Burgdorf,3400,Burgdorf
NW,Ennetbürgen,6363,Bürgenstock
NW,Stansstad,6363,Bürgenstock
ZH,Richterswil,8805,Richterswil
BE,Burgistein,3664,Burgistein
BE,Seftigen,3664,Burgistein
BE,Grindelwald,3816,Burglauenen
TG,Bürglen (TG),8575,Bürglen TG
OW,Lungern,6078,Bürglen OW
UR,Bürglen (UR),6463,Bürglen UR
VD,La Tour-de-Peilz,1814,La Tour-de-Peilz
SG,Thal,9425,Thal
AI,Oberegg,9442,Büriswilen
LU,Büron,6233,Büron
VD,Bursinel,1195,Bursinel
VD,Bursins,1183,Bursins
VD,Burtigny,1268,Burtigny
AG,Hägglingen,5522,Tägerig
AG,Tägerig,5522,Tägerig
GR,Buseno,6542,Buseno
ZH,Pfäffikon,8330,Pfäffikon ZH
SO,Büsserach,4227,Büsserach
VD,Bussigny-près-Lausanne,1030,Bussigny-Lausanne
VD,Oron,1608,Bussigny-sur-Oron
AG,Remetschwil,5453,Remetschwil
